ID	Discrete1	Discrete2	Discrete3	Discrete4	Discrete5	Discrete6	Discrete7	Discrete8	Discrete9	Discrete10	Numeric1	Numeric2	Numeric3	Numeric4	Numeric5	Numeric6	Numeric7	Numeric8	Numeric9	Numeric10	Numeric11	Numeric12	Numeric13	Numeric14	Numeric15	Numeric16	Numeric17	Numeric18	Numeric19	Numeric20	Numeric21	Numeric22	Numeric23	Numeric24	Numeric25	Numeric26	Numeric27	Numeric28	Numeric29	Numeric30	Numeric31	Numeric32	Numeric33	Numeric34	Numeric35	Numeric36	Numeric37	Numeric38	Numeric39	Numeric40	Numeric41	Numeric42	Numeric43	Numeric44	Numeric45	Numeric46	Numeric47	Numeric48	Numeric49	Numeric50	Numeric51	Numeric52	Numeric53	Numeric54	Numeric55	Numeric56	Numeric57	Numeric58	Numeric59	Numeric60	Numeric61	Numeric62	Numeric63	Numeric64	Numeric65	Numeric66	Numeric67	Numeric68	Numeric69	Numeric70	Numeric71	Numeric72	Numeric73	Numeric74	Numeric75	Numeric76	Numeric77	Numeric78	Numeric79	Numeric80	Numeric81	Numeric82	Numeric83	Numeric84	Numeric85	Numeric86	Numeric87	Numeric88	Numeric89	Numeric90
Row133	ME	LQ	RZ	WX	YX	RB	YI	WV	CL	OQ	0.07097013	0.59740644	0.88967267	0.34059228	0.24503219	0.92222851	0.79010938	0.86298941	0.12489521	0.32636545	0.59322787	0.84463273	0.63199716	0.55931099	0.64122743	0.90540472	0.03101886	0.26269292	0.36227789	0.25399915	0.48038999	0.26794754	0.22476283	0.18333222	0.31732781	0.96853530	0.85718831	0.31261271	0.06519650	0.49773632	0.72000246	0.41282189	0.05070363	0.27237205	0.56074860	0.56121964	0.00664901	0.30596389	0.15893235	0.72065651	0.71823740	0.87980505	0.15257115	0.48225551	0.35209394	0.97763250	0.50473967	0.13270724	0.83278619	0.97687638	0.00059573	0.79141947	0.89534165	0.70108011	0.58688380	0.67503136	0.43293494	0.55777388	0.32942661	0.38982194	0.31624828	0.13299872	0.57172844	0.86816840	0.40735916	0.42917598	0.87894531	0.50956490	0.89117102	0.77967923	0.02195750	0.54184835	0.45247759	0.97168705	0.27496141	0.84335514	0.66754820	0.35606183	0.52186044	0.58476754	0.33027726	0.49840108	0.09144503	0.04180775	0.75342145	0.71591335	0.50152145	0.56697781	0.45795155	0.54791084
Row134	EA	QY	XJ	FZ	DN	ON	CD	JE	YC	XU	0.20154992	0.29310027	0.15817648	0.61264779	0.25144939	0.92252403	0.20309712	0.24548498	0.75690138	0.60805944	0.42996969	0.00164538	0.79555444	0.33374964	0.53324489	0.31916173	0.19051298	0.89420324	0.49719019	0.71637701	0.82555696	0.40265408	0.64315980	0.09113790	0.04961656	0.60500328	0.98066281	0.94172741	0.96120846	0.58290403	0.44961897	0.71656590	0.61546164	0.86299041	0.91003286	0.66814696	0.30785689	0.49632224	0.73913901	0.72700690	0.08182744	0.04508599	0.21085586	0.19669843	0.42038190	0.04851683	0.69083220	0.30444428	0.13151024	0.70157940	0.79282918	0.62973984	0.94536085	0.77048924	0.32852151	0.72911025	0.34525804	0.97537122	0.07600577	0.54669361	0.65192623	0.68376477	0.24537658	0.43516181	0.03618089	0.00992199	0.99822290	0.08634760	0.42194077	0.70553603	0.50332891	0.40734981	0.84815461	0.84838337	0.18183976	0.87819936	0.04193150	0.10300217	0.10160303	0.33968820	0.32905394	0.00371232	0.21186139	0.54160969	0.36402976	0.87651071	0.25970344	0.11056109	0.01126639	0.45444207
Row135	YI	UC	YJ	WD	LO	AC	NX	FA	WV	KO	0.47762838	0.98271180	0.66387690	0.25057937	0.57069201	0.65250081	0.87044903	0.03604729	0.13294215	0.96386383	0.35109396	0.77633953	0.31153914	0.64194754	0.10755949	0.72058732	0.81330786	0.16284369	0.14953497	0.49303963	0.59251639	0.73927198	0.26396501	0.28511922	0.59738094	0.83497866	0.42118330	0.17697321	0.75649776	0.59415920	0.81156862	0.92905174	0.08963657	0.79460825	0.62384312	0.81443417	0.02912309	0.82000377	0.94524373	0.23579126	0.32199670	0.72442503	0.01559311	0.33583255	0.01815326	0.55091726	0.41070418	0.55664032	0.01575714	0.52375808	0.82991835	0.90045621	0.21497465	0.06182177	0.80914934	0.47410926	0.28502505	0.05116747	0.93657146	0.11252484	0.57200059	0.80200486	0.95738640	0.03942482	0.12333692	0.52674186	0.96830665	0.46029668	0.31121863	0.03972831	0.38037946	0.35063134	0.38067596	0.37894795	0.24645327	0.46950718	0.59572438	0.28578284	0.74097486	0.68489639	0.41170405	0.17132496	0.12131362	0.63400590	0.05287313	0.96541882	0.68512237	0.62355365	0.30385842	0.58743521
Row136	HW	SF	MC	VY	JZ	GD	DN	ZV	QW	ZW	0.02806629	0.80371949	0.48148533	0.60889011	0.33282274	0.59538629	0.59083379	0.14777900	0.50042868	0.18198389	0.66372900	0.05126103	0.35718864	0.59234026	0.95847271	0.09850473	0.15450791	0.39560893	0.31267709	0.71090615	0.82588728	0.12918577	0.67158721	0.79646441	0.91370217	0.34303939	0.26926113	0.74651695	0.39851416	0.56530553	0.69672695	0.30413756	0.74955315	0.93353703	0.73433025	0.32490989	0.47310587	0.93740508	0.57004257	0.11021656	0.50233049	0.36121682	0.90662421	0.55139211	0.18655185	0.03676108	0.92824212	0.15519852	0.65569221	0.40934513	0.36477408	0.71906667	0.43031482	0.18587463	0.28739672	0.39006295	0.58249208	0.81805935	0.45287003	0.94448254	0.33639095	0.38172321	0.79966910	0.36904380	0.99919636	0.56575048	0.64821615	0.53470663	0.33826299	0.68882578	0.34873057	0.08778761	0.13897695	0.35210901	0.64416668	0.27718040	0.34102851	0.13430669	0.69765373	0.04068923	0.99682698	0.27891456	0.86165836	0.69350332	0.61432088	0.52023693	0.54459422	0.82079322	0.15995287	0.24882968
Row137	CV	LG	RX	GP	MB	XA	CH	WB	FO	RQ	0.52787154	0.00798287	0.18626963	0.88355353	0.69362920	0.21985455	0.26578276	0.31822076	0.13124403	0.68005549	0.17159735	0.10006085	0.86109735	0.85230356	0.86282960	0.27739618	0.24315784	0.68042070	0.87664702	0.68037240	0.76851700	0.28741301	0.26327184	0.21121329	0.03367648	0.50757578	0.49315686	0.90599541	0.02907454	0.58610271	0.89889241	0.67908550	0.84892894	0.63950783	0.12196278	0.44772813	0.59928541	0.54298477	0.37470099	0.90949453	0.72402494	0.30606496	0.16198504	0.14142235	0.93818184	0.18995600	0.96855055	0.89768278	0.42012745	0.34702322	0.76842896	0.09863833	0.93293724	0.61414712	0.04202191	0.80648804	0.82535719	0.55434874	0.38198461	0.94958266	0.97504878	0.77668583	0.84337516	0.62335823	0.46411380	0.96427242	0.11829230	0.11486069	0.01927738	0.86020324	0.85874451	0.57530380	0.44818480	0.87093077	0.88014648	0.98336489	0.06665068	0.96536836	0.11424299	0.47039858	0.38751501	0.70184465	0.11502235	0.41591406	0.26059290	0.18886522	0.22686705	0.80014602	0.79940995	0.58249436
Row138	OI	OD	NJ	CI	BQ	HL	TA	MX	YZ	XO	0.97019600	0.36236946	0.69432543	0.02174926	0.07206209	0.78493367	0.05612453	0.37591609	0.77494081	0.06553700	0.83301323	0.33894891	0.76129952	0.99115222	0.67717884	0.40269226	0.89650619	0.28099827	0.22493484	0.47178271	0.33699242	0.90366737	0.37247666	0.93754908	0.57441936	0.06106018	0.41636512	0.09949123	0.62523505	0.52235884	0.56714767	0.60117958	0.15633770	0.43906357	0.51920976	0.07453901	0.88948910	0.34404193	0.90752249	0.99951949	0.53335350	0.67035067	0.32804091	0.47683387	0.76688993	0.93689645	0.65155945	0.36069497	0.64218885	0.52478228	0.43910838	0.53407262	0.68370318	0.15136826	0.39729524	0.50410231	0.22712342	0.53016118	0.51993567	0.56751810	0.61878212	0.31404077	0.73945922	0.21279453	0.48928528	0.88731485	0.25923499	0.29001932	0.96732328	0.85107277	0.05859990	0.33495079	0.52169694	0.24206533	0.68313844	0.38095972	0.66016665	0.56999624	0.05377592	0.91195395	0.35092749	0.00254217	0.91632397	0.92131997	0.03128399	0.95187216	0.24451735	0.02829195	0.20549611	0.11737143
Row139	KK	SJ	CM	FA	UW	HN	KK	YJ	GT	GM	0.12308617	0.81182305	0.61065369	0.67332247	0.77585171	0.29696926	0.47189639	0.06491597	0.32266052	0.24373773	0.36846690	0.21960907	0.24033503	0.02635458	0.17717392	0.61617255	0.14587187	0.17748404	0.88325169	0.15997996	0.88865059	0.52560409	0.35415324	0.68836182	0.61294778	0.98658395	0.36340855	0.95811425	0.56291485	0.81216519	0.52062098	0.21036079	0.33771453	0.19187651	0.94258331	0.42183424	0.72326302	0.00795449	0.94380378	0.41552328	0.06132615	0.20902484	0.03367350	0.44419590	0.06105804	0.58249677	0.35478987	0.04388100	0.58170547	0.74486964	0.50652852	0.26687156	0.47926877	0.96814581	0.24117327	0.92860413	0.35529718	0.02882719	0.67513214	0.00365412	0.75511302	0.20559356	0.02049296	0.18551870	0.30467816	0.16012023	0.18546379	0.59981009	0.98960374	0.39953920	0.92910889	0.17334821	0.45105854	0.76824008	0.31710354	0.98927830	0.72458966	0.24302415	0.38500259	0.96279406	0.70790484	0.37288338	0.83876703	0.11379759	0.64331720	0.30238283	0.80823503	0.55523070	0.64798185	0.86114131
Row140	OR	KR	VJ	ZI	LG	KZ	AP	OW	LQ	ZG	0.15706319	0.53280875	0.50768668	0.72354296	0.33129405	0.86653526	0.18979669	0.04801236	0.46485835	0.38682733	0.92042542	0.88524540	0.10165964	0.18364413	0.25350475	0.16570111	0.59033759	0.37803573	0.79671796	0.20013227	0.04584288	0.54168849	0.90743826	0.06494724	0.93096610	0.11403236	0.95528052	0.10860845	0.84413329	0.77771426	0.45398263	0.41585682	0.20331297	0.44029460	0.32023530	0.55958101	0.85610593	0.03918372	0.74488364	0.46856675	0.72344369	0.85415518	0.57556156	0.34130090	0.85461689	0.80393063	0.89516239	0.72043697	0.57011105	0.82874780	0.59407968	0.44673909	0.70182136	0.99945009	0.21563416	0.92039918	0.87058144	0.03657540	0.08379793	0.66731944	0.50067877	0.18351618	0.86375643	0.00034440	0.07747616	0.56255207	0.21343460	0.55788712	0.95630164	0.01794355	0.10273182	0.69906163	0.78296425	0.32874278	0.13010669	0.35185107	0.43775797	0.36199118	0.02382331	0.92334175	0.03373732	0.07303351	0.55321918	0.76115426	0.17141884	0.15964526	0.12524221	0.71356484	0.86953110	0.38741247
Row141	GJ	ZC	YC	QD	WF	DR	NR	IL	BQ	QO	0.23351320	0.53052500	0.79928267	0.87807929	0.81843645	0.34259874	0.15595581	0.71501857	0.73585712	0.59608483	0.66745999	0.62547051	0.49963985	0.15905698	0.97728080	0.32074890	0.20634716	0.67423667	0.07127243	0.08260154	0.33332592	0.95381892	0.38767905	0.23953094	0.24969090	0.43624629	0.05719939	0.61540801	0.00432316	0.09094686	0.58131869	0.99665070	0.42442097	0.45241285	0.95202279	0.67395228	0.95004072	0.15329379	0.43694919	0.56581707	0.27779163	0.10905625	0.77862182	0.47942367	0.63208671	0.10199209	0.02750779	0.90341262	0.96135230	0.89937969	0.80085927	0.39175100	0.70391934	0.69026778	0.22277383	0.59394702	0.39676323	0.68033829	0.89459643	0.12886899	0.61071669	0.52985508	0.18716647	0.55866679	0.06304739	0.77365909	0.16761436	0.38941332	0.83298717	0.30469856	0.68414959	0.12620519	0.39859472	0.55979860	0.81779095	0.37569333	0.10623663	0.82215216	0.02924292	0.56420826	0.55578001	0.33875074	0.43366866	0.60034167	0.75262882	0.50787613	0.20171260	0.00670861	0.02973112	0.61396667
Row142	BN	UT	MS	HG	AE	VD	LH	MJ	QW	CA	0.94904845	0.02868314	0.89122079	0.02153875	0.54012273	0.53473769	0.00952004	0.29202192	0.86056167	0.28639280	0.24538994	0.51890882	0.20860542	0.90694268	0.22331289	0.84054166	0.30468215	0.61838246	0.12085215	0.38750946	0.64208226	0.10340010	0.72075890	0.20698452	0.61919272	0.18846111	0.88295073	0.73524867	0.28123199	0.78791823	0.90194277	0.74106770	0.60991940	0.81776544	0.58906806	0.99818061	0.44692165	0.02927912	0.82347040	0.46705491	0.90972585	0.15578051	0.94339138	0.37190035	0.74504668	0.46382923	0.04087729	0.89732906	0.71681826	0.61561400	0.53234507	0.98257475	0.27551071	0.31331610	0.84437215	0.67766909	0.77491281	0.49357613	0.10864419	0.21665511	0.30618686	0.31013951	0.19033739	0.44855827	0.03633285	0.34838102	0.88791852	0.38687001	0.98955277	0.99878355	0.84757053	0.02558443	0.59928709	0.71272576	0.15959212	0.50144776	0.06719086	0.53624729	0.08955036	0.84993531	0.08550841	0.96847457	0.13115119	0.53150709	0.05930578	0.26569526	0.84063768	0.15806536	0.23522561	0.92516742
Row143	ZH	ZE	XT	LA	KO	XH	PZ	HX	UQ	PF	0.51053826	0.01096477	0.02516608	0.54994321	0.24798218	0.24944760	0.45590926	0.28291765	0.45505872	0.60523380	0.20489020	0.98078806	0.38312613	0.73729805	0.44788999	0.77998658	0.00869359	0.73880074	0.67332213	0.84879085	0.84162413	0.65675258	0.94457271	0.59982298	0.56577821	0.64817133	0.05190972	0.30997851	0.13543540	0.59183542	0.41876905	0.58972669	0.55259453	0.42357443	0.51861751	0.99715465	0.07339556	0.49239583	0.73231574	0.98632681	0.04774203	0.59609945	0.74375641	0.09250188	0.37583344	0.39160188	0.45950770	0.88062957	0.42614608	0.04170185	0.25691421	0.38570327	0.39293963	0.71946441	0.68598014	0.03551332	0.10360630	0.66126176	0.43666823	0.71260002	0.62231391	0.86465873	0.04617570	0.78418744	0.56456114	0.61552772	0.39389795	0.19375320	0.14825609	0.27246716	0.97419126	0.04537151	0.00384978	0.01158044	0.32006899	0.03028488	0.38829910	0.43855576	0.43678019	0.58048571	0.94633820	0.70343446	0.70802296	0.15780963	0.27570100	0.21257398	0.54695323	0.20259637	0.96844439	0.11130449
Row144	HY	XH	UB	DW	KB	MJ	JO	JH	AS	GF	0.80868423	0.00078045	0.42536968	0.48630550	0.52069004	0.37942195	0.37923243	0.02093911	0.85332152	0.97045341	0.82749557	0.04551264	0.91578191	0.42122687	0.21376242	0.97768934	0.69753020	0.35724415	0.56370332	0.27040735	0.23116372	0.17356139	0.30620061	0.34977001	0.03151075	0.50818130	0.01216700	0.45948206	0.13172575	0.12689100	0.90596344	0.41469836	0.98242756	0.63042687	0.17426477	0.12944689	0.42013100	0.94340683	0.76475389	0.20797986	0.15823967	0.11948845	0.16516473	0.41888845	0.31688557	0.72715916	0.77330990	0.48123464	0.22333820	0.76893792	0.32560811	0.16227994	0.38511967	0.81935823	0.33046818	0.59530390	0.21360334	0.90673923	0.57611701	0.05379792	0.82755165	0.38599945	0.93233698	0.76036998	0.78820524	0.32694465	0.64796925	0.38015736	0.50385457	0.84661392	0.00333204	0.14525509	0.07571296	0.43335685	0.66383343	0.76309385	0.53250545	0.12735343	0.19698153	0.70793435	0.98083971	0.45414507	0.48449603	0.26996842	0.87152624	0.33407973	0.62815411	0.08936501	0.86917545	0.17220327
Row145	MP	FB	DF	IQ	LA	WW	YY	EG	JB	IL	0.34646274	0.77517534	0.16023806	0.44661527	0.10987482	0.18380274	0.09496486	0.36909275	0.38132561	0.60126977	0.89734934	0.13936555	0.68602677	0.10522618	0.28881568	0.47632293	0.38458935	0.25531783	0.80657422	0.94736227	0.37800669	0.20122128	0.77961850	0.23890495	0.10552675	0.57583247	0.20244279	0.68604064	0.65150488	0.34097437	0.25549068	0.63465595	0.54996516	0.21516423	0.40717173	0.71132115	0.03647918	0.40342758	0.98523468	0.10881854	0.95019233	0.24638797	0.64408666	0.67023423	0.39759574	0.87678726	0.28330839	0.77784861	0.54710714	0.52284225	0.89444913	0.63166934	0.42835544	0.71315504	0.22767663	0.27355576	0.89977161	0.71482612	0.93697927	0.03340336	0.54265293	0.74880548	0.35076476	0.90549383	0.98673578	0.09693972	0.60063711	0.80584006	0.86663845	0.27268679	0.20840700	0.50385004	0.79037230	0.81498317	0.84456991	0.28740414	0.90558561	0.73922962	0.75828517	0.62357557	0.58828353	0.19233049	0.58267674	0.59598172	0.65120611	0.07105850	0.86779591	0.39452798	0.66881619	0.91113225
Row146	PE	SB	AB	NF	MT	OI	QA	ZM	FY	UA	0.51721345	0.13602607	0.95599437	0.29001640	0.52209144	0.74669117	0.93831695	0.79078066	0.47919871	0.54522757	0.45696167	0.47876488	0.26446146	0.34878421	0.25910492	0.35672845	0.81644443	0.31190090	0.27763013	0.23672284	0.96640041	0.07052778	0.51337224	0.12258390	0.47767883	0.21518366	0.27400272	0.60230176	0.38702893	0.08686817	0.34780091	0.94241225	0.47528581	0.83569490	0.27387674	0.99774054	0.97150868	0.98153449	0.96818649	0.51297766	0.18276938	0.98753674	0.05857335	0.82448688	0.76008287	0.05922002	0.80555762	0.98907648	0.97470520	0.72037279	0.46595383	0.64786076	0.99892632	0.95511327	0.94352451	0.69662506	0.68963396	0.18453719	0.78109311	0.28262292	0.12334305	0.13885547	0.30332257	0.84503172	0.08723439	0.39310947	0.08799225	0.17270042	0.49362750	0.58895404	0.05193347	0.35775445	0.77630794	0.52717303	0.36053736	0.53372421	0.65951499	0.91829899	0.12807331	0.55808822	0.62538048	0.69312860	0.50362900	0.25731815	0.16889923	0.96035290	0.71897622	0.26366617	0.45883159	0.47803019
Row147	RC	KR	GW	YA	WG	YR	DY	AR	VW	IS	0.78230144	0.70899714	0.87657653	0.96579939	0.46959636	0.86054676	0.06693806	0.77760969	0.61691632	0.47356850	0.58421893	0.80157138	0.33360700	0.95357750	0.58458165	0.34054033	0.63342573	0.27032492	0.36811607	0.71033244	0.89571959	0.00661712	0.48414610	0.25031241	0.80149802	0.60836892	0.81008886	0.61865745	0.37193079	0.05117899	0.07909151	0.97719422	0.00913222	0.22885665	0.90459126	0.30503599	0.41318925	0.40014409	0.31476536	0.41123655	0.59705866	0.13958338	0.95258558	0.04804028	0.13619225	0.96312392	0.83246253	0.09772392	0.83255165	0.50127322	0.50079693	0.19604229	0.12327680	0.24085225	0.99650066	0.53065373	0.93154797	0.41798145	0.13737733	0.89436122	0.28192269	0.26952050	0.48745168	0.10706561	0.35174359	0.83432395	0.15817506	0.42568239	0.16759131	0.73317486	0.33151402	0.07278868	0.82803772	0.31264989	0.30798005	0.13584921	0.87467877	0.25662340	0.38195279	0.08311548	0.02511525	0.48655034	0.12320789	0.01588147	0.95240672	0.61572656	0.57740011	0.06934618	0.25989627	0.12792217
Row148	YX	XJ	NC	ZF	YF	UY	KF	XK	PO	IQ	0.08309231	0.89020531	0.16265667	0.69023772	0.04670146	0.72338547	0.89085598	0.94284403	0.10409935	0.50509553	0.75423204	0.30960389	0.86001624	0.36800242	0.33332268	0.19019963	0.23735111	0.64329734	0.66538297	0.53567407	0.63386546	0.63229856	0.84794988	0.64640216	0.95046046	0.91242113	0.47792997	0.93829852	0.69331715	0.67507415	0.64031745	0.35983480	0.76904924	0.29398063	0.40408025	0.96256070	0.09795480	0.00017399	0.33416354	0.74044466	0.88328268	0.55518787	0.95168495	0.87296235	0.48958399	0.11438754	0.28676483	0.58872218	0.28509548	0.51148406	0.01719132	0.19075688	0.15859848	0.81969346	0.81610642	0.33116290	0.08243790	0.47315339	0.73277349	0.70148951	0.88358249	0.87073069	0.70487935	0.89744732	0.17597738	0.57539518	0.20400307	0.24037290	0.15543968	0.70685766	0.94243568	0.84571164	0.95498076	0.84532785	0.68709338	0.87579852	0.46812739	0.75449037	0.51640688	0.60623843	0.72979038	0.70573964	0.88872592	0.37690018	0.66175973	0.55808393	0.53546606	0.53453513	0.45577875	0.71922826
Row149	VG	VY	EF	RH	CI	YK	OL	VI	WZ	DB	0.95071798	0.23763975	0.06572546	0.27417524	0.93919051	0.97726028	0.47118541	0.33804529	0.69671936	0.73895337	0.24252634	0.92005909	0.39985462	0.17233734	0.22350016	0.84291917	0.90548941	0.62683131	0.16926406	0.20197500	0.82930221	0.73495955	0.94234609	0.50212060	0.17667848	0.14762552	0.44170724	0.54809496	0.98996840	0.62459193	0.97101629	0.94565499	0.36533237	0.34734761	0.51771144	0.64108184	0.25931443	0.41540257	0.86374218	0.28305717	0.99653605	0.08118446	0.28742959	0.83140377	0.89459212	0.10310545	0.89608263	0.61486944	0.92837125	0.92928117	0.68311149	0.94093871	0.02932118	0.05191816	0.05459345	0.88675994	0.55162464	0.13180184	0.20857955	0.05591207	0.42014399	0.20485342	0.55070455	0.29876823	0.77974191	0.57343914	0.54007754	0.54058530	0.46871589	0.22100171	0.05037312	0.41780024	0.11964351	0.01068672	0.19054580	0.96820376	0.16037458	0.50274849	0.66939246	0.21614398	0.22309683	0.73023950	0.31156502	0.99150772	0.60502506	0.03586471	0.04726179	0.62162885	0.42037984	0.09203918
Row150	CR	ZI	BA	NF	BQ	TP	KP	KE	PN	AC	0.13811830	0.86241204	0.94276955	0.33468917	0.61815826	0.21417001	0.07198912	0.89086813	0.00507823	0.38648464	0.78464777	0.44413483	0.71427743	0.82524035	0.65539936	0.85810484	0.68092943	0.17687430	0.34053610	0.16088752	0.04487220	0.08728196	0.16097081	0.87654691	0.02906528	0.19834405	0.75913077	0.80998735	0.78822147	0.94454741	0.40037188	0.93138847	0.89974617	0.48051658	0.31149780	0.23378574	0.09020538	0.34335921	0.93884323	0.83555165	0.47062552	0.75731837	0.52473772	0.75094958	0.32698324	0.17862643	0.49881050	0.69301780	0.72308551	0.60504353	0.41303393	0.83585872	0.18545731	0.65352368	0.53486298	0.21788017	0.59283115	0.82414318	0.78984159	0.68549688	0.90187518	0.93036249	0.83679152	0.31038564	0.21957857	0.49235929	0.84094327	0.09831870	0.62636503	0.91806587	0.71495237	0.47775580	0.95994305	0.77399770	0.00852435	0.91664797	0.61341923	0.37980303	0.03715129	0.54916438	0.13601466	0.37687297	0.22057672	0.07714327	0.76643294	0.34303439	0.47652479	0.53219171	0.72888626	0.71339459
Row151	IF	CY	OM	IX	QA	AG	GR	KB	KP	GD	0.16586055	0.75422135	0.47207300	0.19456252	0.25765751	0.73858884	0.08412986	0.04766968	0.50636263	0.38302172	0.57141773	0.71236444	0.12389728	0.53507366	0.39334586	0.14231229	0.09985114	0.23326479	0.66535653	0.54378075	0.75997091	0.37956642	0.53583659	0.01710663	0.82565910	0.18467427	0.05032614	0.44049777	0.48991109	0.76461113	0.14988330	0.36436170	0.77124235	0.68006900	0.63375951	0.71618431	0.11302464	0.87292605	0.29938211	0.51321675	0.81795927	0.91338115	0.48588406	0.23829134	0.61808320	0.16227953	0.20473894	0.86699071	0.34855687	0.18526914	0.63285265	0.58201080	0.05887616	0.96724400	0.34857884	0.18321074	0.42156387	0.90630835	0.97522529	0.01794569	0.91072240	0.23508771	0.76875437	0.69975544	0.01715109	0.50588446	0.48141353	0.29488289	0.03244019	0.99114500	0.04534015	0.19218550	0.69126239	0.27007272	0.33719295	0.87464147	0.06799054	0.94977492	0.67023220	0.85312509	0.20095350	0.57407825	0.35424735	0.43376255	0.64204499	0.20510710	0.08095986	0.18581002	0.65507482	0.71358281
Row152	VE	RG	NF	CZ	ZP	IP	EN	NB	CO	BH	0.84160507	0.50818793	0.44077008	0.40469785	0.69112613	0.57212790	0.50641172	0.22040238	0.50452893	0.70474948	0.33390934	0.01423175	0.96937925	0.67137366	0.92944546	0.16477299	0.88459893	0.26943419	0.75267213	0.89387173	0.89292931	0.81770546	0.08178108	0.95051929	0.56202244	0.27307741	0.47852390	0.87108148	0.74760358	0.56453705	0.78333869	0.92577856	0.42872197	0.05989398	0.79301109	0.23044625	0.67598397	0.86149624	0.90065156	0.04770782	0.74336558	0.69578123	0.36683022	0.60436824	0.16907210	0.20090739	0.88152341	0.25870461	0.73594782	0.68687752	0.72302604	0.27986024	0.54022199	0.05809925	0.59574480	0.11409152	0.95111328	0.71395282	0.19547086	0.49992326	0.45520044	0.06629626	0.60336540	0.19857956	0.34356419	0.08497563	0.13668125	0.65592547	0.45750999	0.01396006	0.68605371	0.73837849	0.21492304	0.75333876	0.50227791	0.21726751	0.10464053	0.72014464	0.18220490	0.70175001	0.86876153	0.60914342	0.87595042	0.33831525	0.85123553	0.61107086	0.98910594	0.46464885	0.62537706	0.42072310
Row153	WD	GD	DT	QA	LN	SZ	FB	OA	VO	TL	0.40898516	0.81413695	0.69209302	0.27816700	0.29653612	0.57596653	0.32934067	0.57364173	0.76240313	0.97653302	0.87217956	0.50868939	0.34647011	0.19000594	0.43070425	0.35276589	0.27970993	0.69179564	0.82403878	0.87520904	0.97526729	0.89797158	0.20475680	0.44932678	0.98009579	0.52981594	0.58439660	0.20641088	0.57470577	0.31602769	0.05724046	0.30866154	0.95559868	0.86096095	0.66684152	0.50000815	0.76522463	0.35933469	0.25670010	0.46685687	0.47983196	0.43051351	0.31371131	0.71011217	0.80498367	0.93097281	0.17729094	0.13659103	0.26026472	0.18375280	0.07865098	0.26295513	0.96190021	0.95748222	0.37376332	0.23930884	0.23136261	0.08354322	0.94896289	0.04195129	0.80226813	0.34769126	0.34258169	0.57940982	0.10878343	0.70243237	0.73658788	0.02125941	0.46793320	0.87196763	0.76069813	0.72552773	0.59901556	0.76830166	0.42526740	0.35130932	0.83645947	0.12863872	0.16749934	0.42274179	0.66681599	0.79900760	0.03170277	0.19036604	0.01322655	0.72999008	0.90144818	0.10918280	0.94308513	0.95834280
Row154	RP	YY	GH	TU	TC	HW	DF	ZD	OX	BU	0.07078019	0.18448658	0.25478316	0.59879104	0.54853827	0.10860422	0.74550629	0.95329660	0.66746570	0.67547392	0.75237494	0.09997922	0.83711494	0.88301884	0.11102873	0.90561725	0.46402897	0.28836846	0.81806289	0.67416515	0.84332990	0.61224771	0.91184498	0.50671536	0.21983884	0.09386168	0.48856395	0.78060689	0.64458894	0.34304337	0.69361376	0.39782331	0.52062348	0.22784572	0.45876004	0.37588434	0.28323369	0.69181862	0.67184931	0.37256400	0.14944837	0.38060846	0.87544412	0.05387329	0.17821353	0.67331708	0.22799187	0.85000374	0.14606357	0.33326738	0.76242008	0.55536994	0.19111482	0.36062496	0.99861734	0.25267295	0.05940406	0.17868371	0.76948920	0.84006125	0.36899101	0.34922280	0.44416839	0.14994818	0.56673582	0.33950759	0.55667433	0.24103557	0.43665547	0.48748866	0.35837052	0.32937466	0.69002266	0.51734844	0.12002108	0.35926166	0.70462714	0.19464452	0.12369364	0.20864192	0.66699769	0.02158268	0.25444186	0.85734082	0.69886269	0.95678249	0.43010899	0.12128554	0.74985550	0.80749145
Row155	YV	CD	NA	LO	ZO	FD	JG	XN	OR	XC	0.03158293	0.56222490	0.60767834	0.30464358	0.70015386	0.57717281	0.56509198	0.68061187	0.38640405	0.30638294	0.02189669	0.71998345	0.85772240	0.80319510	0.26099497	0.74174608	0.91663764	0.29986302	0.64827393	0.74875891	0.15710930	0.28100728	0.75906800	0.63433672	0.18245649	0.04719989	0.16149207	0.19627146	0.74525659	0.32075740	0.81347505	0.25822042	0.25217011	0.86391511	0.01541311	0.29544891	0.91648945	0.48538247	0.67557423	0.60528377	0.96541130	0.72720533	0.63826887	0.30133900	0.01222701	0.60188893	0.30210452	0.75918626	0.83600713	0.75232432	0.75510669	0.95309555	0.65044993	0.46638302	0.92132305	0.51571641	0.28106079	0.13765222	0.14587531	0.10107178	0.17814319	0.16933418	0.58656232	0.01785352	0.97051065	0.26404142	0.62791417	0.93935866	0.51436442	0.93214958	0.65315979	0.67819303	0.98548454	0.20308770	0.25473593	0.57223443	0.56650662	0.09736187	0.19929205	0.36689601	0.52071850	0.10082808	0.99894442	0.94439734	0.79390664	0.16679710	0.76383396	0.84481456	0.76826664	0.72530285
